0	122251
0	121735
0	121336
0	119694
0	118805
0	118345
0	114764
0	114746
0	114538
0	114360
0	113378
0	108061
0	107018
0	105779
0	102740
0	102648
0	102562
0	102097
0	100828
0	95157
0	94847
0	94845
0	94748
0	91281
0	89912
0	89132
0	88480
0	88157
0	87718
0	86075
0	85627
0	84521
0	81139
0	75416
0	74954
0	73257
0	73032
0	72398
0	71609
0	69476
0	65466
0	65369
0	64970
0	64846
0	62861
0	62715
0	61548
0	60793
0	59672
0	59295
0	57479
0	57090
0	54611
0	54175
0	51152
0	50839
0	49936
0	49325
0	48505
0	47088
0	46423
0	43453
0	42728
0	41868
0	39947
0	39350
0	38992
0	37543
0	36730
0	30960
0	29321
0	27480
0	26537
0	26285
0	24112
0	23819
0	22305
0	21781
0	21073
0	19969
0	18456
0	15531
0	14421
0	10189
0	9475
0	9291
0	7663
0	5434
0	2762
0	2671
0	1601
1	122949
1	119476
1	118818
1	117565
1	113646
1	113522
1	110392
1	109757
1	107690
1	106510
1	103503
1	98517
1	97224
1	87233
1	87129
1	87128
1	86865
1	86862
1	86857
1	86097
1	85254
1	83699
1	78148
1	75846
1	71959
1	64621
1	61639
1	60787
1	59076
1	58804
1	57936
1	55697
1	55445
1	54846
1	54503
1	50936
1	50434
1	47124
1	46075
1	39154
1	38457
1	37364
1	37322
1	36566
1	36029
1	33572
1	29553
1	28010
1	27548
1	26313
1	25251
1	22028
1	21091
1	18650
1	16124
1	12062
1	10318
2	122677
2	122123
2	120894
2	119274
2	118875
2	118826
2	115331
2	115329
2	115328
2	115327
2	108459
2	107712
2	105251
2	105246
2	103570
2	99587
2	98932
2	98900
2	92283
2	89920
2	89919
2	89915
2	89913
2	89606
2	88723
2	87690
2	87685
2	84795
2	80680
2	76085
2	76083
2	74500
2	73285
2	69915
2	67386
2	65819
2	65818
2	62026
2	61483
2	60833
2	60406
2	57868
2	56359
2	55671
2	52424
2	51655
2	50352
2	47863
2	41632
2	41305
2	41302
2	30941
2	28848
2	24196
2	20035
2	20032
2	20030
2	19363
2	12335
2	12333
2	12325
2	8868
2	7923
2	6528
2	4828
2	3557
2	3271
2	3268
2	2270
3	120473
3	118990
3	118111
3	118109
3	118107
3	117657
3	116475
3	109822
3	103887
3	99385
3	98915
3	97986
3	97851
3	96649
3	95023
3	93550
3	92532
3	87600
3	85558
3	82574
3	80523
3	78255
3	75892
3	73129
3	73088
3	71523
3	64621
3	63255
3	62530
3	59890
3	58009
3	53241
3	46337
3	45915
3	45908
3	39527
3	37557
3	35682
3	32768
3	28696
3	24545
3	23695
3	23435
3	22926
3	22207
3	18685
3	18435
3	17739
3	12438
3	11961
3	6563
4	118134
4	116186
4	116182
4	116162
4	114218
4	109757
4	105356
4	101418
4	98563
4	97766
4	94645
4	91722
4	80497
4	79030
4	77447
4	75212
4	71811
4	71789
4	71771
4	70045
4	68423
4	64260
4	62658
4	56326
4	55190
4	54337
4	51606
4	50827
4	50568
4	49136
4	49135
4	47504
4	40896
4	32667
4	32315
4	19993
4	18454
4	12844
4	12839
4	10884
4	10837
4	7221
4	3200
4	1952
5	121026
5	120612
5	115827
5	115623
5	114773
5	113748
5	112036
5	111697
5	110909
5	110042
5	106652
5	101859
5	101556
5	100598
5	96959
5	96958
5	96104
5	94973
5	93944
5	92507
5	91549
5	91049
5	86445
5	80930
5	79141
5	78168
5	76353
5	76305
5	75429
5	75278
5	74265
5	65776
5	61268
5	58568
5	55316
5	55315
5	53175
5	52160
5	50547
5	50037
5	50036
5	49388
5	49384
5	49189
5	47473
5	45036
5	44723
5	42191
5	41702
5	41634
5	39903
5	38457
5	38198
5	38079
5	36372
5	35923
5	34407
5	33890
5	33683
5	28316
5	27680
5	27575
5	27437
5	26032
5	23457
5	22881
5	21819
5	21798
5	20457
5	20223
5	19780
5	18483
5	17522
5	16040
5	15212
5	13349
5	11676
5	8469
5	6170
5	4771
5	3133
6	122866
6	121026
6	120810
6	119694
6	118164
6	117344
6	117176
6	117118
6	115774
6	114516
6	113996
6	111736
6	110927
6	109012
6	107057
6	107043
6	107018
6	105840
6	103511
6	100263
6	100223
6	99566
6	98883
6	98130
6	95911
6	95292
6	94402
6	94253
6	93354
6	92229
6	86645
6	85458
6	82074
6	80386
6	79771
6	79416
6	77015
6	76761
6	70377
6	69493
6	68152
6	66071
6	62229
6	59276
6	59067
6	58913
6	57421
6	54582
6	52730
6	50444
6	50092
6	49770
6	49005
6	48372
6	48074
6	47517
6	46179
6	44049
6	42933
6	42387
6	40899
6	40643
6	37953
6	36400
6	36194
6	36081
6	32769
6	32730
6	32667
6	31507
6	29812
6	27032
6	24467
6	22606
6	21951
6	21104
6	20948
6	20670
6	19602
6	17948
6	16517
6	16467
6	14015
6	13706
6	11888
6	11402
6	11299
6	10552
6	10302
6	9541
6	9297
6	7802
6	5811
6	4994
6	4068
7	115217
7	103217
7	98110
7	97885
7	89639
7	84844
7	74951
7	65299
7	47749
7	26804
7	22545
7	15329
7	15280
7	14824
7	13394
7	4553
7	1177
8	116197
8	115455
8	115148
8	110875
8	109997
8	106717
8	103217
8	102842
8	102752
8	101262
8	97436
8	97268
8	96667
8	94541
8	94179
8	92263
8	89982
8	88595
8	88435
8	87820
8	87521
8	86326
8	85143
8	83990
8	81351
8	80898
8	80300
8	79849
8	78461
8	76149
8	74083
8	70656
8	69848
8	67554
8	66778
8	66103
8	66071
8	65299
8	60670
8	56265
8	55241
8	53507
8	51952
8	51863
8	50430
8	50218
8	47589
8	47141
8	46340
8	39947
8	39122
8	38948
8	38285
8	37425
8	34957
